Race,Age,Is English your native language?,Gender,What hand do you use to write with?,How the participant came to the test - based on HTTP Referer,Participant's technical location - ISO country code,Individual Extraversion Score,Individual Neuroticism Score,Individual Agreeableness Score,Individual Conscientiousness Score,Individual Openness Score
Mixed Race,14,Yes,Female,Right,From another page on the test website,United States,4.5,3.1,3.8,3.4,4.5
Mixed Race,14,Yes,Female,Right,From another page on the test website,United States,4,2.1,4.8,3.3,4.8
Mixed Race,14,Yes,Female,Right,From another page on the test website,United States,1.5,4.1,3.7,1.9,4.3
Mixed Race,14,Yes,Female,Right,From another page on the test website,United States,3.1,3.1,4.1,2.9,3
Mixed Race,14,Yes,Female,Right,From another page on the test website,United States,2.6,3.2,3.2,2.5,2.9
Mixed Race,14,Yes,Female,Right,From another page on the test website,United States,3.5,2.7,3.9,2.8,4.5
Mixed Race,14,Yes,Female,Right,From another page on the test website,United States,4.3,4,2.5,3,4.6
Mixed Race,14,Yes,Male,Both,From another page on the test website,Australia,2.9,3.9,4.4,2.5,4.7
Mixed Race,14,Yes,Male,Right,From another page on the test website,Brazil,1.4,2.7,3.9,2.4,3.2
Mixed Race,14,Yes,Male,Right,From another page on the test website,New Zealand,3.8,2.8,4.2,2.1,3.2
Mixed Race,14,Yes,Male,Right,From another page on the test website,Singapore,2.8,2.2,3.9,3.2,3.4
Mixed Race,14,Yes,Male,Right,From another page on the test website,United States,2.9,3.4,3.6,3.6,3.5
Mixed Race,14,Yes,Male,Right,From another page on the test website,United States,3.2,3.2,4.3,2.7,4.6
Mixed Race,14,Yes,Male,Right,From another page on the test website,United States,3.6,4.3,3.2,3.1,3.3
Mixed Race,14,Yes,Male,Right,From another page on the test website,United States,2.2,2.7,2.1,2.8,3.8
Mixed Race,14,Yes,Male,Right,From another page on the test website,United States,4.4,2.9,3.7,2.4,4.1
Mixed Race,14,Yes,Male,Right,From another page on the test website,United States,2.4,2,4.1,4,3.8
"Arctic (Siberian, Eskimo)",14,Yes,Male,Left,Other source,United States,3.4,2.2,3,3,3
Caucasian (European),14,Yes,Female,Both,Other source,United States,2.5,1.9,4.6,4.2,5
Caucasian (European),14,Yes,Female,Left,Other source,United Kingdom,2.2,4.1,4.2,2.6,4.2
Caucasian (European),14,No,Female,Right,Other source,United Kingdom,2.1,1.5,2.7,2.1,4
Caucasian (European),14,No,Female,Right,Other source,Russian Federation,2.6,3.6,2.8,2.2,3.6
Caucasian (European),14,Yes,Female,Right,Other source,Australia,2.9,3.8,4.1,2.8,5
Caucasian (European),14,Yes,Female,Right,Other source,Europe,1.3,3.8,4.2,3.5,4.7
Caucasian (European),14,Yes,Female,Right,Other source,United Kingdom,1.3,4.3,3.3,2.6,3.7
Caucasian (European),14,Yes,Female,Right,Other source,United Kingdom,2.7,2.9,3,3.4,4.9
Caucasian (European),14,Yes,Female,Right,Other source,New Zealand,3.3,2.6,4.1,2.9,3.9
Caucasian (European),14,Yes,Female,Right,Other source,New Zealand,3.8,3.2,3,3.7,3.6
Caucasian (European),14,Yes,Female,Right,Other source,United States,3.4,4,3,3,3.5
Caucasian (European),14,Yes,Female,Right,Other source,United States,2.5,3.3,4.8,3.8,4.1
Caucasian (European),14,Yes,Female,Right,Other source,United States,3.9,4.1,3.4,3.7,4
Caucasian (European),14,Yes,Female,Right,Other source,United States,1.4,4.5,3.1,2.3,3.5
Caucasian (European),14,Yes,Female,Right,Other source,United States,1.8,2.8,3.6,3.6,2.7
Caucasian (European),14,Yes,Female,Right,Other source,United States,2.3,4.2,4.3,3.4,3.4
Caucasian (European),14,Yes,Female,Right,Other source,United States,3.4,4.2,4.2,2.3,4.6
Caucasian (European),14,Yes,Female,Right,Other source,United States,3.4,2.6,3.3,1.7,3.4
Caucasian (European),14,Yes,Female,Right,Other source,United States,1.8,4.1,3.5,3.2,3.6
Caucasian (European),14,Yes,Female,Right,Other source,United States,4.1,3.7,4.5,3,4.4
Caucasian (European),14,Yes,Female,Right,Other source,United States,4,3.3,4.5,3.7,4.1
Caucasian (European),14,Yes,Female,Right,Other source,United States,4,2,3.7,4.3,3.6
Caucasian (European),14,Yes,Male,Both,Other source,United States,3.3,1.9,4,3.2,4.3
Caucasian (European),14,Yes,Male,Both,Other source,United States,2,3.8,4,4.2,4.1
Caucasian (European),14,Yes,Male,Both,Other source,United States,4.8,3.8,4.2,2.5,4.9
Caucasian (European),14,Yes,Male,Left,Other source,United Kingdom,3.7,3.2,3.4,2.8,3.5
Caucasian (European),14,No,Male,Right,Other source,Norway,1.3,3.1,4.7,1.8,4.4
Caucasian (European),14,Yes,Male,Right,Other source,United Kingdom,4.3,3,3.2,3.1,4.6
Caucasian (European),14,Yes,Male,Right,Other source,United Kingdom,3.4,4.2,4,3.2,4
Caucasian (European),14,Yes,Male,Right,Other source,United States,3.7,1.9,4,2.6,3.7
Caucasian (European),14,Yes,Male,Right,Other source,United States,1.9,3.4,3.1,2.8,4.6
Caucasian (European),14,Yes,Male,Right,Other source,United States,3.9,2,2.6,2.1,2.2
Caucasian (European),14,Yes,Male,Right,Other source,United States,4.8,3.2,4.7,3.2,4.2
Caucasian (European),14,Yes,Male,Right,Other source,United States,3.5,2.3,2.7,2.3,4.5
Caucasian (European),14,Yes,Male,Right,Other source,United States,3,4.1,3.7,2.8,3.6
Caucasian (European),14,Yes,Male,Right,Other source,United States,1.9,2.1,3,2.3,5
Caucasian (European),14,Yes,Male,Right,Other source,United States,3.7,2.4,4.1,3.5,4.5
Caucasian (European),14,Yes,Male,Right,Other source,United States,2.8,4.2,4,2.8,4.6
Caucasian (European),14,Yes,Male,Right,Other source,United States,3.7,2.8,4.1,3.7,4.1
Caucasian (European),14,Yes,Male,Right,Other source,United States,2.3,2.6,3.4,3.5,3.7
Caucasian (European),14,Yes,Male,Right,Other source,United States,4.2,2.1,3.9,3.5,4.4
Caucasian (European),14,Yes,Male,Right,Other source,United States,1.7,4,4.5,3.9,4.3
Caucasian (European),14,Yes,Other,Right,From Google,United States,2.9,3.1,3.1,2.4,3.4
Caucasian (European),14,Yes,Female,Both,From Google,United States,3.6,3.3,3.3,3.8,3.7
Caucasian (European),14,Yes,Female,Both,From Google,United States,4.4,2.6,4.9,4.4,4.7
Caucasian (European),14,Yes,Female,Right,From Google,Australia,3.8,3.7,4.8,1.6,4.5
Caucasian (European),14,Yes,Female,Right,From Google,Canada,2.4,3.8,4.1,3.3,4.5
Caucasian (European),14,Yes,Female,Right,From Google,United Kingdom,1.6,2.7,3.5,3.4,3.5
Caucasian (European),14,Yes,Female,Right,From Google,Indonesia,4.5,2.3,4.8,3.2,4.9
Caucasian (European),14,Yes,Female,Right,From Google,United States,3.9,4.3,3.9,3.2,3.1
Caucasian (European),14,Yes,Female,Right,From Google,United States,4.7,3.2,4.8,2.5,2.7
Caucasian (European),14,Yes,Female,Right,From Google,United States,4.7,2.2,4.3,3,4.7
Caucasian (European),14,Yes,Female,Right,From Google,United States,3,3.4,4,3,4.5
Caucasian (European),14,Yes,Female,Right,From Google,United States,3.9,2.5,4.4,3.8,4
Caucasian (European),14,No,Male,Both,From Google,Germany,2.9,1.7,2.8,2.5,4.9
Caucasian (European),14,Yes,Male,Right,From Google,United States,1.4,2,1.4,5,4.1
Caucasian (European),14,Yes,Male,Right,From Google,United States,2.3,4.2,4.1,3.1,4.2
Caucasian (European),14,Yes,Male,Right,From Google,United States,5,1.4,5,5,5
Caucasian (European),14,No,Other,Right,From another page on the test website,Denmark,4.7,3.4,3.2,3.8,5
Caucasian (European),14,Yes,Other,Right,From another page on the test website,United Kingdom,3,3.7,3.6,2,3.4
Caucasian (European),14,Yes,Other,Right,From another page on the test website,United States,1.8,3.3,4.8,3.6,4.7
Caucasian (European),14,No,Female,Both,From another page on the test website,United Kingdom,2.9,2.8,4.6,3,4.9
Caucasian (European),14,No,Female,Both,From another page on the test website,United States,3,4.5,2.7,3.3,4.5
Caucasian (European),14,Yes,Female,Both,From another page on the test website,Belgium,2.9,2.3,4.2,3,4.3
Caucasian (European),14,Yes,Female,Both,From another page on the test website,United Kingdom,2.3,4,2.7,2.2,3.5
Caucasian (European),14,Yes,Female,Both,From another page on the test website,United States,3.4,4.2,2.3,3.6,3.5
Caucasian (European),14,Yes,Female,Both,From another page on the test website,United States,1.7,4.2,2.3,4.5,4.5
Caucasian (European),14,Yes,Female,Both,From another page on the test website,United States,2.2,2.9,4.7,4,4.3
Caucasian (European),14,Yes,Female,Both,From another page on the test website,United States,2.5,4.5,4.1,2.4,4
Caucasian (European),14,Yes,Female,Left,From another page on the test website,Australia,2.8,4.5,3,3.9,4.9
Caucasian (European),14,Yes,Female,Left,From another page on the test website,Australia,3.7,3.9,3,3.3,3.3
Caucasian (European),14,Yes,Female,Left,From another page on the test website,Canada,1,2.7,1.5,2.6,5
Caucasian (European),14,Yes,Female,Left,From another page on the test website,Canada,3.7,3.4,4.7,2.4,4.1
Caucasian (European),14,Yes,Female,Left,From another page on the test website,United Kingdom,2.2,3.9,3.3,3,4.4
Caucasian (European),14,Yes,Female,Left,From another page on the test website,United Kingdom,5,3.7,1.1,2.7,4
Caucasian (European),14,Yes,Female,Left,From another page on the test website,New Zealand,1.5,4.9,3.9,2.9,3.8
Caucasian (European),14,Yes,Female,Left,From another page on the test website,United States,1,3.1,2.7,3.1,3.1
Caucasian (European),14,Yes,Female,Left,From another page on the test website,United States,2.2,3.2,3.4,2.7,3.8
Caucasian (European),14,Yes,Female,Left,From another page on the test website,United States,3.6,3.1,3.8,3.2,3.1
Caucasian (European),14,No,Female,Right,From another page on the test website,Brazil,1.7,2.8,3.3,2.2,4.7
Caucasian (European),14,No,Female,Right,From another page on the test website,Estonia,2.5,2.5,3.4,2.7,3.3
Caucasian (European),14,No,Female,Right,From another page on the test website,France,2.1,3.2,1.9,3.6,4.5
Caucasian (European),14,No,Female,Right,From another page on the test website,United Kingdom,2.2,4.6,4.8,2,3.5
Caucasian (European),14,No,Female,Right,From another page on the test website,Greece,2.5,3.2,3.1,3,3.4
Caucasian (European),14,No,Female,Right,From another page on the test website,Italy,2.5,4.5,3.1,2.7,2.3
Caucasian (European),14,No,Female,Right,From another page on the test website,Netherlands,2.7,2.9,4.6,3.3,3.7
Caucasian (European),14,No,Female,Right,From another page on the test website,Norway,1.6,3.7,3.5,4.4,4.3
Caucasian (European),14,No,Female,Right,From another page on the test website,Norway,2.4,4,3.8,3,3.4
Caucasian (European),14,No,Female,Right,From another page on the test website,Portugal,1.6,3.6,4.9,3.2,4.8
Caucasian (European),14,No,Female,Right,From another page on the test website,Romania,1.5,4.4,3.6,3.6,4.4
Caucasian (European),14,No,Female,Right,From another page on the test website,Ukraine,2.9,2.8,3.7,3.3,3
Caucasian (European),14,No,Female,Right,From another page on the test website,United States,3.1,3.7,4,3.7,4.7
Caucasian (European),14,No,Female,Right,From another page on the test website,United States,1.7,4,3,3.1,3.9
Caucasian (European),14,Yes,Female,Right,From another page on the test website,Australia,3.6,2.7,4.2,2.3,3.2
Caucasian (European),14,Yes,Female,Right,From another page on the test website,Australia,1.5,4,4.3,2.4,3.7
Caucasian (European),14,Yes,Female,Right,From another page on the test website,Australia,2.2,3.4,3.6,2.8,4.3
Caucasian (European),14,Yes,Female,Right,From another page on the test website,Australia,4.6,4.1,4.5,3.4,4.5
Caucasian (European),14,Yes,Female,Right,From another page on the test website,Australia,2.9,3.6,3.5,2.2,4.1
Caucasian (European),14,Yes,Female,Right,From another page on the test website,Australia,3.4,3,3.9,2.2,3.4
Caucasian (European),14,Yes,Female,Right,From another page on the test website,Australia,3.8,3.6,3.8,2.3,3.8
Caucasian (European),14,Yes,Female,Right,From another page on the test website,Australia,3.1,2,4.7,4.9,3.9
Caucasian (European),14,Yes,Female,Right,From another page on the test website,Australia,4.6,3.1,4.4,2.9,4.1
Caucasian (European),14,Yes,Female,Right,From another page on the test website,Australia,3.2,4,3.7,2,3
Caucasian (European),14,Yes,Female,Right,From another page on the test website,Canada,4.4,4,2.1,3.6,2.3
Caucasian (European),14,Yes,Female,Right,From another page on the test website,Canada,4.1,2.6,3.8,2.2,4.3
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United Kingdom,2.5,4.1,3.3,1.7,3.7
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United Kingdom,1.8,3.8,2.7,2.8,4.2
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United Kingdom,3.3,3.7,3.8,3.1,3.9
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United Kingdom,2.7,3.5,3.9,3.5,2.7
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United Kingdom,3.3,4.1,3.7,2.8,3.3
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United Kingdom,1.5,5,4.6,2.7,5
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United Kingdom,4.1,3.4,4.6,2.8,4.8
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United Kingdom,2.1,2.2,4.4,3.9,5
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United Kingdom,3.2,2.8,4.2,3.5,4.3
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United Kingdom,4.2,2.6,4,3.3,4.2
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United Kingdom,3.2,3.2,3.4,2.7,2
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United Kingdom,3,3.1,2.7,3.3,3.2
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United Kingdom,1.9,3.9,3.7,2.9,4.2
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United Kingdom,4.4,3,3.7,4.1,4.1
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United Kingdom,3.2,3.6,4.1,2.4,3.9
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United Kingdom,2.8,2.5,3.1,2.5,4.2
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United Kingdom,4.3,4.5,4.4,1.9,4.7
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United Kingdom,2.1,5,4.3,1.7,3.9
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United Kingdom,3.6,3,3.7,3,4
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United Kingdom,1.8,4.6,3.6,2.6,3.6
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United Kingdom,2.7,3.6,4.1,3.7,3.9
Caucasian (European),14,Yes,Female,Right,From another page on the test website,New Zealand,1.5,4.6,4.6,3.9,3.3
Caucasian (European),14,Yes,Female,Right,From another page on the test website,Puerto Rico,1.4,3.8,1.6,3,3.9
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United States,3.1,3.7,3,2.5,4.2
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United States,2.5,4.8,4.2,3.5,4.2
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United States,1.6,3.5,4.4,3,4.5
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United States,2.3,4.1,4.5,3.3,3.9
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United States,3.3,4.2,3.9,4.6,4.3
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United States,4.8,1.6,4.1,3.5,3.3
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United States,3.4,4.6,3.8,1.4,4.5
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United States,4,4.7,2,4.1,4.6
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United States,2.4,4.2,4.3,3,3.1
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United States,1.5,3.9,2.7,3.1,4.2
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United States,3.6,3.1,4.1,3.2,4.1
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United States,1.4,3.9,3.2,2.9,3.3
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United States,3.6,1.9,4.8,3.2,3.9
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United States,3.9,4,3.1,2.6,3.6
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United States,1.2,4.7,2.9,2.1,4
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United States,2.8,4,4,3.3,3.4
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United States,4.5,2.4,4.7,4.1,4.6
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United States,3.3,3.1,5,2.4,4.4
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United States,2.2,2.3,4.1,2.8,4.7
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United States,1.7,4.4,3.4,3.8,3.8
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United States,1.8,3.9,4.6,2.7,4.6
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United States,4.2,3.1,4.6,2.5,4.5
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United States,2,4,3.2,2.8,3.8
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United States,3.5,1.8,2.5,2.7,2.8
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United States,1.2,4.6,4.7,2.5,4.4
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United States,1.1,4.5,3.9,4.1,3.7
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United States,3,2.1,4.4,3.1,3.8
Caucasian (European),14,Yes,Female,Right,From another page on the test website,United States,1.4,4.8,2.4,3.1,4.7
